Product,Brand,Ingredients,Price
Argan Bright Skin Vitamin C Serum,Josie Maran,"Argania Spinosa (Argan) Kernel Oil*, Coconut Alkanes**, Oleyl Lactate**, Octyldodecyl PCA**, Dimethyl Isosorbide**, Glyceryl Oleate**, Tetrahexyldecyl Ascorbate, Isostearyl Lactate, Coco-Caprylate/Caprate**, Brassica Campestris (Rapeseed) Seed Oil**, Bisabolol**, Squalane**, Pterocarpus Marsupium Bark Extract**, Glycyrrhiza Glabra (Licorice) Root Extract**, Polyglyceryl-3 Diisostearate**, Althaea Officinalis Root Extract**, Oryza Sativa (Rice) Bran Extract**, Dunaliella Salina Extract**, Olea Europaea (Olive) Fruit Oil**, Aqua (Water)**, Phloretin**.*Organic**Naturally-derived",65.00
Strawberry Face Milk,Fourth Ray Beauty,"Water, Caprylic/Capric Triglyceride, Argania Spinosa Kernel Oil, Diisopropyl Sebacate, Fragaria Ananassa (Strawberry) Seed Oil, Fragaria Chiloensis (Strawberry) Fruit Extract, Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract, Lotus Corniculatus Flower Extract, Althea Officinalis Root Extract, Sodium Hyaluronate, Rubus Idaeus (Raspberry) Leaf Extract, Vanilla Planifolia Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Ananas Sativus (Pineapple) Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Terminalia Ferdinandiana Fruit Extract, Coffea Arabica (Coffee) Leaf/Seed Extract, Phospholipids, Propanediol, Glycerin, Xanthan Gum, Quartz, Alcohol, Polyglyceryl-10 Dioleate, Polyglyceryl-10 Oleate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Hexylene Glycol, Potassium Sorbate, Sodium Hydroxide, Phenoxyethanol.",14.00
SuperBrighten Peel Pads,e.l.f. Cosmetics,"Water (Aqua), Butylene Glycol, Pentylene Glycol, Sodium PCA, Citrus Limon (Lemon) Peel Oil, Hamamelis Virginiana (Witch Hazel) Extract, Carica Papaya (Papaya) Leaf Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Medica Limonum (Lemon) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Vaccinium Myrtillus Fruit/Leaf Extract, Zinc Gluconate, Bisabolol, Glycolic Acid, 1,2-Hexanediol, Ethylhexylglycerin, PEG-40 Hydrogenated Castor Oil, PPG-26-Buteth-26, Phenoxyethanol, Sodium Benzoate, Disodium EDTA, Sodium Hydroxide",10.00
Hungarian Thermal Water Mineral-Rich Atomic Heat Mask,Peter Thomas Roth,"Magnesium Sulfate, Butyrospermum Parkii (Shea) Butter, Butylene Glycol, Dimethicone, Shea Butter Glycerides, Caprylic/Capric Triglyceride, Ceteareth-20, Kaolin, Zeolite, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Prunus Persica (Peach) Kernel Oil, Rosa Moschata Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Glycine Soja (Soybean) Oil, Honey (Mel), Elaeis Guineensis (Palm) Butter, Punica Granatum Fruit Juice, Fagus Sylvatica Bud Extract, Sambucus Nigra Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, Glycerin, Illite, Squalane, Hydrogenated Vegetable Oil, Lecithin, Ethylhexyl Palmitate, Dipropylene Glycol, Dimethicone/PEG-10/15 Crosspolymer, Polysilicone-11, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Water/Aqua/Eau, Ethoxydiglycol, Propylene Glycol, Sodium Citrate, Benzyl Alcohol, Benzoic Acid, Sodium Benzoate, Potassium Sorbate, Phenoxyethano.",60.00
Clearly Corrective Brightening Soothing Treatment Water,Kiehl's Since 1851,"Aqua/Water, Glycerin, Dipropylene Glycol, Butylene Glycol, Alcohol Denat., Methyl Gluceth-20, 3-O-Ethyl Ascorbic Acid, Phenoxyethanol, Sodium Citrate, Dipotassium Glycyrrhizate, PPG-6-Decyltetradeceth-30, Citric Acid, Hydroxypropyl Tetrahydropyrantriol, Propylene Glycol, Salicylic Acid, Xanthan Gum, Lavandula Angustifolia Oil/Lavender Oil, Disodium Edta, Linalool, Synthetic Fluorphlogopite, CI 77891/Titanium Dioxide, Citrus Aurantium Tachibana Peel Extract, Paeonia Suffruticosa Root Extract, Tocopherol",46.00
Good Night Royal Honey Gel-Facial Replenisher with Coenzyme Q10,Hey Honey,"Aqua (Water), Glycerin, Propanediol, Aloe Barbadensis Leaf Juice Powder, Butylene Glycol, Mannitol, Cellulose, Centella Asiatica Leaf Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Honey Extract, Polygonum Aviculare Extract, Lonicera Caprifolium (Honeysuckle) Flower Extract, PEG-40 Hydrogenated Castor Oil, Chamomilla Recutita (Matricaria) Flower Extract, Triethanolamine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol, Glyceryl Polyacrylate, Coceth-7, PPG-1-PEG-9 Lauryl Glycol Ether, Ethylhexylglycerin, Lonicera Japonica (Honeysuckle) Flower Extract, Capryloyl Glycine, Parfum (Fragrance), Tocopherol, Sarcosine, Limonene, Cinnamomum Zeylanicum Bark Extract, Hydroxypropyl Methylcellulose, Iron Oxides CI 77492, Ubiquinone, Propylene Glycol.",48.00
Argan Smooth Skin Resurfacing Serum,Josie Maran,"Argania Spinosa (Argan) Kernel Oil*, Coconut Alkanes**, Oleyl Lactate**, Octyldodecyl PCA**, Glyceryl Oleate**, Isostearyl Lactate, Brassica Campestris (Rapeseed) Seed Oil**, Coco-Caprylate/Caprate**, Isosorbide Disunflowerseedate**, Opuntia Ficus-Indica (Prickly Pear) Flower Extract**, Camelina Sativa (Gold of Pleasure) Seed Oil** .*Organic**Naturally-derived",70.00
Breakout Control Acne Treatment Facial Lotion,Kiehl's Since 1851,"Active: Salicylic Acid 1.5%. Inactive: Water, Aloe Barbadensis Leaf Juice, Di-C12-13 Alkyl Malate, Niacinamide, Cyclohexasiloxane, Propylene Glycol, Aluminum Starch Octenylsuccinate, PEG-100 Stearate, Glyceryl Stearate, Cetyl Alcohol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Capryloyl Salicylic Acid, Xanthan Gum, Zinc PCA, Zingiber Officinale (Ginger) Root Extract, Stearyl Alcohol, Myristyl Alcohol, Octadecenedioic Acid, Citral, BHT.",50.00
Acne Relief Retinol Treatment & Moisturizer,Perricone MD,"Active: Salicylic Acid 0.5%. Inactive: Water/Aqua/Eau, SD Alcohol 40-B, Glycerin, Dicaprylyl Ether, Niacinamide, Cit- rulline, Arginine, Methyl Gluceth-20, Cetearyl Alco- hol, Carbomer, Xanthan Gum, Tocopheryl Acetate, Retinol, Citric Acid, Sodium Hydroxide, Disodium EDTA, PEG-20 Methyl Glucose Sesquistearate, PEG-100 Stearate, Glyceryl Stearate, Methyl Glu- cose Sesquistearate, Polysorbate 20, Phenoxy- ethanol, Sodium Benzoate, Potassium Sorbate.",rice$27.00Original Price$45.00
The Everything Day - Skin Rhythm Multi-Tasker,THE ROUTE,"Water/Aqua/Eau, Butyrospermum Parkii (Shea) Butter, Propanediol, Squalane, C12-16 Alcohols, Isopentyldiol, Glycerin, Maltodextrin, Copper Heptapeptide-14 Pantothenate, Acetyl Hexapeptide-8, N-Prolyl Palmitoyl Tripeptide-56 Acetate, Heptapeptide-15 Palmitate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Ceramide Np, Trifolium Pratense (Clover) Flower Extract, Vitis Vinifera (Grape) Fruit Extract, Vitis Vinifera (Grape) Leaf Extract, Rheum Rhaponticum (Rhubarb) Root Extract, Vaccinium Vitis-Idaea (Lingonberry) Fruit Extract, Tremella Fuciformis Sporocarp (Silver Ear Mushroom) Extract, Vitex Agnus-Castus (Monk's Pepper) Fruit Extract, Solanum Lycopersicum (Tomato) Fruit Extract, Orobanche Rapum Extract, Aminopropyl Ascorbyl Phosphate, Magnesium Carboxymethyl Beta-Glucan, Hydroxymethoxyphenyl Decanone, Betaine, Gluconolactone, Tocopherol, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Xanthan Gum, Polyglyceryl-10 Stearate, Disodium Phosphate, Sucrose Stearate, Sodium Phosphate, Glyceryl Caprylate, Glycolic Acid, Lactic Acid/Glycolic Acid Copolymer, Chloroacetic Acid, Butylene Glycol, Caprylyl Glycol, Pentylene Glycol, Calcium Gluconate, Dimethicone, Palmitic Acid, Polyvinyl Alcohol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Disodium EDTA, Phenylpropanol, Sodium Hydroxide, Citric Acid, Alumina, Titanium Dioxide (CI 77891), Tin Oxide (CI 77861).",90.00
Camellia Flower Lab Essence Sheet Mask,Mamonde,"Water, Butylene Glycol, Glycerin, Dimethicone, Methyl Gluceth-20, Glycereth-26, Caprylic/Capric Triglyceride, Panthenol, 1,2-Hexanediol, Polysorbate 60, Cetearyl Alcohol, Camellia Japonica Flower Extract (2,000 Ppm), Allantoin, Glyceryl Stearate, Peg-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, Adenosine, Sodium Polyacrylate, Dipotassium Glycyrrhizate, Phenoxyethanol, Ethylhexylglycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Hyaluronate, Xanthan Gum, Disodium Edta, Fragrance.",3.00
Sake Hydrating and Brightening Serum,boscia,"Saccharomyces Ferment Filtrate, Methyl Gluceth-20, Pentylene Glycol, Dipropylene Glycol, PPG-26-Buteth-26, Lactobacillus Ferment, Glycerin, Water/Aqua/Eau, PEG-40 Hydrogenated Castor Oil, Caffeine, Menthyl Lactate, Lactobacillus/Punica Granatum Fruit Ferment Extract, Acrylates/Vinyl Isodecanoate Crosspolymer, Hydrolyzed Corn Starch, Beta Vulgaris (Beet) Root Extract, Caprylyl Glycol, 1,2-Hexanediol, Sodium Citrate, Butylene Glycol, Dipotassium Glycyrrhizate, Allantoin, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide, Lactic Acid, Simmondsia Chinensis (Jojoba) Seed Extract, Leuconostoc/Radish Root Ferment Filtrate, Maltodextrin, Epilobium Angustifolium Flower/Leaf/Stem Extract, Rosa Damascena Flower Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Aloe Barbadensis Leaf Juice Powder, P-Anisic Acid, Sea Whip Extract.Please refer to the ingredient list shown on your product for the most up-to-date information.",50.00
Freeman Exotic Blends Mask Kit,Feeling Beautiful,"Pore Clearing French Pink Clay Peel-Off Mask : Water/Aqua, Polyvinyl Alcohol, SD Alcohol 40-B/Alcohol Denat., PEG-8, Propylene Glycol, Glycerin, Silica Dimethyl Silylate, Bentonite, Chamomilla Recutita Matricaria Flower Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis (Tea) Leaf Extract, Rosa Canina Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Azadirachta Indica (Neem) Seed Oil, Salix Alba (Willow) Bark Extract, Musa Sapientum (Banana) Fruit Extract, Cocos Nucifera (Coconut) Fruit Extract, Aleurites Moluccanus Seed Extract, Zingiber Officinale (Ginger) Root Extract, Psidium Guajava Fruit Extract, Cymbopogon Schoenanthus Extract, Carica Papaya (Papaya) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Santalum Album (Sandalwood) Extract, Macrocystis Pyrifera (Kelp) Extract, Nasturtium Officinale Extract, Maranta Arundinacea Root Extract, Titanium Dioxide, Polysorbate 20, Phenoxyethanol, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Fragrance/Parfum, Iron Oxides (CI 77491), PEG-12 Dimethicone.Deep Cleansing Hawaiian Black Salt Peel-Off Mask: Water/Aqua, SD Alcohol 40-B/Alcohol Denat., Polyvinyl Alcohol, PEG-8, Glycerin, Propylene Glycol, Silica Dimethyl Silylate, Soldium Chloride, Charcoal, Fuller Earth/Solum Fullonum (Volcanic Ash Derivative), Musa Sapientum (Banana) Fruit Extract, Cocos Nucifera (Coconut) Fruit Extract, Aleurites Moluccanus Seed Extract, Zingiber Officinale (Ginger) Root Extract, Psidium Guajava Fruit Extract, Cymbopogon Schoenanthus Extract, Carica Papaya (Papaya) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Santalum Album (Sandalwood) Extract, Macrocystis Pyrifera (Kelp) Extract, Nasturtium Officinale Extract, Maranta Arundinacea Root Extract, Phenoxyethanol, Polysorbate 20, PEG-12 Dimethicone, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Calcium Chloride, Calcium Sulfate, Magnesium Chloride, Magnesium Sulfate, Potassium Chloride, Potassium Sulfate, Fragrance/Parfum, Iron Oxides (CI 77499).",9.99
Travel Size I'm Green Tea Hydro-Burst Morning Mask,TONYMOLY,"Water, Centella Asiatica Extract, Bambusa Vulgaris Extract, Paeonia Albiflora Root Extract, Artemisia Princeps Leaf Extract, Houttuynia Cordata Extract, Glycerin, Xylitol, Camellia Sinensis Leaf Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Arctium Lappa Root Extract, Phellinus Linteus Extract, Aloe Barbadensis Flower Extract, Solanum Melongena (Eggplant) Fruit Extract, Ocimum Sanctum Leaf Extract, Aloe Barbadensis Leaf Extract, Butylene Glycol, Carbomer, PEG-60 Hydrogenated Castor Oil, Arginine, Hydroxyacetophenone, Octyldodeceth-16, Sodium Carbomer, Portulaca Oleracea Extract, Buteth-3, 1,2-Hexanediol, Chamomilla Recutita (Matricaria) Flower Extract, Vitex Agnus-Castus Extract, Sodium Benzotriazolyl Butylphenol Sulfonate, Glyceryl Acrylate/Acrylic Acid Copolymer, Curcuma Longa (Turmeric) Root Extract, Coccinia Indica Fruit Extract, Chamaecyparis Obtusa Water, Corallina Officinalis Extract, Tributyl Citrate, Soluble Collagen, Sodium Hyaluronate, Xanthan Gum, Cnidium Officinale Root Extract, Aloe Barbadensis Leaf Juice, Pueraria Thunbergiana Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Xylitylglucoside, Anhydroxylitol, Tocopherol, Glucose, Ethylhexylglycerin, Disodium EDTA, Hexyl Cinnamal, Butylphenyl Methylpropional, Linalool, Fragrance.",7.00
Calendula Flower Lab Essence Sheet Mask,Mamonde,"Water, Butylene Glycol, Glycerin, Bis-Peg-18 Methyl Ether Dimethyl Silane, 1,2-Hexanediol, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Calendula Officinalis Extract(2,000ppm), Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, Peg-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Fragrance, Disodium Edta, Xanthan Gum, Sodium Hyaluronate, Dextrin.",3.00
Narcissus Flower Lab Essence Sheet Mask,Mamonde,"Water, Dipropylene Glycol, Butylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Narcissus Tazetta Bulb Extract(2,000ppm), Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Arginine, Allantoin, Peg-60 Hydrogenated Castor Oil, Dipotassium Glycyrrhizate, Saccharide Isomerate, Ethylhexylglycerin, Disodium Edta, Xanthan Gum, Sodium Hyaluronate, Fragrance, Sodium Citrate, Citric Acid.",3.00
Deep Hydration 48 Hour Activation Serum,Cetaphil,Water; Dicaprylyl Carbonate; Glycerin; Caprylic/Capric Triglyceride; Glyceryl Stearate Citrate; Cetearyl Alcohol; Niacinamide (Vitamin B3); Anhydroxylitol; Butyrospermum Parkii (Shea) Oil; Citric Acid; Globularia Alypum Leaf Extract (Blue Daisy); Hydrolyzed Hyaluronic Acid; Panthenol (Vitamin B5); Pantolactone; Fragrance; Phenoxyethanol; Sodium Benzoate; Sodium Polyacrylate; Squalane; Tocopherol (Vitamin E); Xylitol; Xylitylglucoside.,22.99
Draw It All Out Skin-Detoxing Mask,Formula 10.0.6,"Water, Polyvinyl Alcohol, Alcohol Denat., Polysorbate 80, Glycerin, Charcoal Powder*, Butylene Glycol, Betaine, Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract, Pleiogynium Timorense (Burdekin Plum) Fruit Extract, Podocarpus Elatus (Illawarra Plum) Fruit Extract, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Fragrance, Disodium Edta, Phenoxyethanol. R08-17 *Bamboo Charcoal.",2.99
Lucky Bamboo Jukyeom 9x Water Gel,Dermadoctor,"Aqua, Rosa Damascena Flower Water, Polyacrylate Crosspolymer-6, Glycerin, Bambusa Vulgaris (Roasted Bamboo) Sea Salt, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Camellia Sinensis (White Tea) Leaf Extract, Astragalus Membranaceus Extract, Atractyloides Macrocephala Root Extract, Bupleurum Falcatum Root Extract, Mentha Piperita Extract, Citrus Medica Limonum Peel Extract, Citrus Aurantium Dulcis Peel Extract, Citrus Grandis Extract, Ethylhexylglycerin, Sodium Phytate, Potassium Sorbate, Sodium Benzoate, Citric Acid, Polysorbate 20, Pentylene Glycol, T-Butyl Alcohol, Alcohol, Phenoxyethanol.",rice$40.50Original Price$54.00
Hypoallergenic CBD Sensitive Skin Therapy Rebalancing Elixir,Perricone MD,,99.00
Wrinkle Smooth Topical Peptide,Exuviance," Key ingredients Neuropeptide Aminofil + CitraFill Optical brighteners Aqua/Water/Eau, Propylene Glycol, C12-15 Alkyl Benzoate, PEG-8, Silica, Zea Mays (Corn) Starch, Triethyl Citrate, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Dimethicone, Glycerin, PEG-100 Stearate, Glyceryl Stearate, Acetyl Hexapeptide-8, Acetyl Tyrosinamide, Tocopheryl Acetate, Aminopropyl Dimethicone, Polyacrylate Crosspolymer-6, Polymethylsilsesquioxane, Polypropylsilsesquioxane, Disodium EDTA, BHT, Caprylyl Glycol, Xanthan Gum, Chlorphenesin, Phenoxyethanol, Yellow 5 (CI 19140).",rice$63.00Original Price$84.00
CannaCell Glow Mask,Andalou Naturals,"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Vegetable Glycerin, Bromelain, Papain, Maltodextrin, Xanthan Gum, Panthenol, Sorbitan Oleate Decylglucoside, Cannabis Sativa (Hemp) Seed Oil*, Magnesium Ascorbyl Phosphate (Vitamin C), Cannabis Sativa (Hemp) Cell Culture Extract, Resveratrol, Allantoin, Tocopherol, Chlorophyll, Phenoxyethanol, Ethylhexylglycerin, Citrus Tangerina (Tangerine) Peel Oil*, Citrus Aurantium (Petitgrain) Flower Oil*, Anthemis Nobilis (Roman Chamomile) Flower Oil, Limonene** .*Certified Organic Ingredient **Component of Essential Oil",14.99
Acai Face Milk,Fourth Ray Beauty,"Water, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Glycerin, Cocoyl Adipic Acid/ Trimethylolpropane Copolymer, Hylocereus Undatus Seed Oil, Punica Granatum Seed Oil, Euterpe Oleracea Fruit Extract, Passiflora Adulis Seed Oil, Hibiscus Sabdariffa Flower Extract, Rubus Fruiticosus Leaf Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Rubus Idaeus (Raspberry) Leaf Extract, Vitis Vinifera (Grape) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Ananas Sativus (Pineapple) Fruit Extract, Prunus Armeniaca (Apricot) Fruit Extract, Camellia Sinensis Leaf Extract, Vanilla Planifolia Fruit Extract, Lavandula Angustifolia (Lavender) Flower/Leaf Stem Extract, Impatiens Balsamina Flower Extract, Lycium Barbarum Fruit Extract, Pimpinella Anisum (Anise) Fruit Extract, Argania Spinosa Kernel Oil, Sodium Hyaluronate, Glycine Soja (Soybean) Oil, Phospholipids, Quartz, Propanediol, Xanthan Gum, Magnesium Aluminum Silicate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Potassium Sorbate, Sorbic Acid, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, Ext. Violet 2 (CI 60730).",14.00
NUDESKIN Lemon-Aid Detox & Glow Micro-Peel,NUDESTIX,"Water (Aqua), Dipropylene Glycol, Cellulose, Trehalose, Phenoxyethanol, Arginine, Citrus Limon (Lemon) Peel Oil, Ethylhexylglycerin, Niacinamide, Carica Papaya (Papaya) Fruit Extract, Pyrus Malus (Apple) Peel Extract, Punica Granatum Fruit Extract, Disodium Edta, Glycerin, 1,2-Hexanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ascorbyl Tetraisopalmitate, Hydrolyzed Hyaluronic Acid, Butylene Glycol, Lactic Acid, Limonene. Natural constituent of essential oils listed.",34.00
Gentle Solution,ARCONA,"Aqua (Distilled Water), Hamamelis Virginiana (Witch Hazel) Water, Glycerin*, Glycolic Acid , Lactic Acid, Chondrus Crispus (Carrageenan), Prunus Armeniaca (Apricot) Kernal Oil, Hydrolized Soy Flour, Mannitol, Sorbitol, Cocos Nucifera (Coconut) Fruit Juice, Glucosamine HCI, Hydrolized Actin, Sodium Glucuronate, Calcium Gluconate, Sodium Chloride, Alcohol.*Denotes organically sourced",56.00
Hi Bye Clean Up Mud Facial Mask,Banila Co,"Water, Glycerin, Propanediol, Kaolin, Montmorillonite, Bentonite, Oryza Sativa (Rice) Powder, Phaseolus Angularis Seed Powder, Titanium Dioxide (CI 77891), Cellulose Gum, Xanthan Gum, Phenoxyethanol, Chlorphenesin, Ethylhexylglycerin, Caprylyl Glycol, Alcohol, Disodium EDTA, Fragrance, Tetrasodium Pyrophosphate, Sea Silt, Butylene Glycol, Camellia Sinensis Leaf Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Magnesium Aluminum Silicate, Mentha Piperita (Peppermint) Leaf Extract, Sodium Hyaluronate, Mica (CI 77019).",20.00
Magnolia Flower Lab Essence Sheet Mask,Mamonde,"Water, Dipropylene Glycol, Butylene Glycol, Niacinamide, 1,2-Hexanediol, Phenoxyethanol, Magnolia Kobus Branch/Flower/Leaf Extract (2,000PPM), Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Arginine, Allantoin, PEG-60 Hydrogenated Castor Oil, Dipotassium Glycyrrhizate, Saccharide Isomerate, Ethylhexylglycerin, Disodium EDTA, Xanthan Gum, Sodium Hyaluronate, Fragrance, Sodium Citrate, Citric Acid.",3.00
Byron 2-in-1 Mask + Scrub,Dr Roebuck's,"Water, Glycerin, Cetearyl Alcohol, PEG-20 Stearate, Jojoba Esters, Macadamia Ternifolia Seed Oil, Kaolin, Glyceryl Caprylate, Tocopheryl Acetate, Camellia Sinensis Leaf Extract, Mentha Piperita (Peppermint) Oil, Citrus Grandis (Grapefruit) Peel Oil.",30.00
CannaCell D.Tox Mask,Andalou Naturals,"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Vegetable Glycerin, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil*, Bentonite, Cannabis Sativa (Hemp) Seed Oil*, Magnesium Ascorbyl Phosphate (Vitamin C), Cannabis Sativa (Hemp) Cell Culture Extract, Resveratrol, Theobroma Cacao (Cocoa) Seed Butter*, Zinc Gluconate, Allantoin, Tocopherol, Panthenol, Chlorophyll, Phenoxyethanol, Ethylhexylglycerin, Citrus Tangerina (Tangerine) Peel Oil*, Citrus Aurantium (Petitgrain) Flower Oil*, Anthemis Nobilis (Roman Chamomile) Flower Oil, Limonene** . *Certified Organic Ingredient **Component of Essential Oil",14.99
Detox Serum,Grown Alchemist,"Aqua (Purified Water), Aloe Barbadensis (Aloe Vera) Leaf Extract, Dimethylmethoxy Chromanol (Antioxidant), Panthenol (Pro-Vitamin B5), Niacinamide (Vitamin B3), Aqua (and) Diaminopropionoyl Tripeptide-33 (and) Caprylyl Glycol (Naturally Derived Peptide), Sodium Dehydroacetate (Organic Listed), Hydroxyethylcellulose (Polysaccharide), Glycerin (Plant), Phenoxyethanol, Polysorbate 20 (Plant), Pelargonium Graveolens (Geranium) Oil, Cananga Odorata Flower (Ylang Ylang) Oil, Lactic Acid (Plant), Citral (Plant), Geraniol (Plant), Citronellol (Plant), Linalool (Plant).",55.00
